time,open,high,low,close,tick_volume,spread,real_volume,time_iso
2025-10-01 09:10:00,116264.19,116424.31,116243.73,116286.36,1967,1800,0,2025-10-01 09:10:00
2025-10-01 09:15:00,116285.71,116364.32,116217.94,116283.39,1924,1800,0,2025-10-01 09:15:00
2025-10-01 09:20:00,116282.64,116282.64,116153.01,116212.54,1843,1800,0,2025-10-01 09:20:00
2025-10-01 09:25:00,116212.77,116321.61,116208.89,116287.12,1806,1800,0,2025-10-01 09:25:00
2025-10-01 09:30:00,116286.75,116395.92,116193.76,116395.92,1821,1800,0,2025-10-01 09:30:00
2025-10-01 09:35:00,116393.62,116541.57,116332.88,116517.11,2062,1800,0,2025-10-01 09:35:00
2025-10-01 09:40:00,116517.11,116583.61,116392.79,116423.78,1940,1800,0,2025-10-01 09:40:00
2025-10-01 09:45:00,116423.87,116481.81,116360.57,116445.84,1741,1800,0,2025-10-01 09:45:00
2025-10-01 09:50:00,116446.57,116470.32,116388.83,116461.98,1647,1800,0,2025-10-01 09:50:00
2025-10-01 09:55:00,116461.74,116509.58,116424.98,116446.82,1648,1800,0,2025-10-01 09:55:00
2025-10-01 10:00:00,116447.39,116606.49,116447.39,116575.83,1731,1800,0,2025-10-01 10:00:00
2025-10-01 10:05:00,116576.67,116584.38,116396.67,116440.76,1686,1800,0,2025-10-01 10:05:00
2025-10-01 10:10:00,116440.75,116441.26,116289.64,116303.51,1731,1800,0,2025-10-01 10:10:00
2025-10-01 10:15:00,116299.55,116447.11,116293.51,116434.09,1539,1800,0,2025-10-01 10:15:00
2025-10-01 10:20:00,116434.01,116441.31,116337.58,116341.26,1490,1800,0,2025-10-01 10:20:00
2025-10-01 10:25:00,116341.2,116382.94,116276.45,116276.45,1482,1800,0,2025-10-01 10:25:00
2025-10-01 10:30:00,116274.6,116342.31,116230.59,116318.81,1509,1800,0,2025-10-01 10:30:00
2025-10-01 10:35:00,116318.79,116384.84,116257.41,116262.92,1446,1800,0,2025-10-01 10:35:00
2025-10-01 10:40:00,116260.36,116321.33,116247.87,116310.01,1463,1800,0,2025-10-01 10:40:00
2025-10-01 10:45:00,116310.25,116418.15,116301.33,116336.77,1771,1800,0,2025-10-01 10:45:00
2025-10-01 10:50:00,116338.81,116364.9,116255.56,116263.42,1745,1800,0,2025-10-01 10:50:00
2025-10-01 10:55:00,116263.42,116335.49,116263.42,116315.95,1503,1800,0,2025-10-01 10:55:00
2025-10-01 11:00:00,116315.16,116420.61,116303.23,116420.08,1551,1800,0,2025-10-01 11:00:00
2025-10-01 11:05:00,116420.13,116485.73,116378.41,116390.48,1565,1800,0,2025-10-01 11:05:00
2025-10-01 11:10:00,116390.07,116465.1,116386.48,116436.48,1484,1800,0,2025-10-01 11:10:00
2025-10-01 11:15:00,116436.59,116476.36,116402.9,116453.71,1589,1800,0,2025-10-01 11:15:00
2025-10-01 11:20:00,116453.86,116468.82,116384.07,116427.17,1522,1800,0,2025-10-01 11:20:00
2025-10-01 11:25:00,116427.15,116432.16,116372.75,116382.66,1516,1800,0,2025-10-01 11:25:00
2025-10-01 11:30:00,116382.68,116534.54,116331.44,116494.18,1609,1800,0,2025-10-01 11:30:00
2025-10-01 11:35:00,116494.53,116550.53,116486.33,116533.74,1605,1800,0,2025-10-01 11:35:00
2025-10-01 11:40:00,116533.4,116657.79,116506.58,116612.74,1574,1800,0,2025-10-01 11:40:00
2025-10-01 11:45:00,116613.59,116630.74,116532.23,116630.6,1570,1800,0,2025-10-01 11:45:00
2025-10-01 11:50:00,116630.69,116754.36,116622.3,116650.15,1699,1800,0,2025-10-01 11:50:00
2025-10-01 11:55:00,116650.69,116842.17,116639.45,116822.66,1829,1800,0,2025-10-01 11:55:00
2025-10-01 12:00:00,116823.23,116923.91,116734.59,116767.23,1948,1800,0,2025-10-01 12:00:00
2025-10-01 12:05:00,116767.05,116810.98,116648.43,116700.64,1899,1800,0,2025-10-01 12:05:00
2025-10-01 12:10:00,116701.3,116790.3,116661.74,116711.26,1734,1800,0,2025-10-01 12:10:00
2025-10-01 12:15:00,116711.71,116896.33,116659.57,116847.3,2009,1800,0,2025-10-01 12:15:00
2025-10-01 12:20:00,116846.83,116948.53,116715.68,116768.31,1930,1800,0,2025-10-01 12:20:00
2025-10-01 12:25:00,116768.52,116848.24,116686.4,116696.58,1843,1800,0,2025-10-01 12:25:00
2025-10-01 12:30:00,116695.62,116716.55,116593.88,116614.8,1922,1800,0,2025-10-01 12:30:00
2025-10-01 12:35:00,116614.12,116622.74,116504.22,116614.75,1696,1800,0,2025-10-01 12:35:00
2025-10-01 12:40:00,116614.59,116691.14,116486.36,116498.32,1671,1800,0,2025-10-01 12:40:00
2025-10-01 12:45:00,116498.46,116603.98,116480.0,116517.82,1529,1800,0,2025-10-01 12:45:00
2025-10-01 12:50:00,116517.88,116569.47,116407.82,116414.76,1803,1800,0,2025-10-01 12:50:00
2025-10-01 12:55:00,116414.6,116474.65,116396.86,116460.75,1620,1800,0,2025-10-01 12:55:00
2025-10-01 13:00:00,116460.17,116615.57,116458.77,116607.3,1741,1800,0,2025-10-01 13:00:00
2025-10-01 13:05:00,116607.32,116608.14,116516.39,116552.49,1696,1800,0,2025-10-01 13:05:00
2025-10-01 13:10:00,116553.3,116618.59,116528.45,116588.33,1664,1800,0,2025-10-01 13:10:00
2025-10-01 13:15:00,116588.58,116679.85,116574.86,116641.0,1613,1800,0,2025-10-01 13:15:00
2025-10-01 13:20:00,116640.99,116711.3,116602.26,116625.1,1693,1800,0,2025-10-01 13:20:00
2025-10-01 13:25:00,116625.39,116691.89,116607.28,116685.02,1722,1800,0,2025-10-01 13:25:00
2025-10-01 13:30:00,116685.61,116717.7,116519.46,116547.86,2064,1800,0,2025-10-01 13:30:00
2025-10-01 13:35:00,116545.66,116791.49,116522.48,116604.36,2049,1800,0,2025-10-01 13:35:00
2025-10-01 13:40:00,116605.56,116616.67,116457.41,116570.34,2082,1800,0,2025-10-01 13:40:00
2025-10-01 13:45:00,116570.65,116726.53,116476.54,116513.67,2091,1800,0,2025-10-01 13:45:00
2025-10-01 13:50:00,116517.52,116744.04,116484.78,116736.25,2064,1800,0,2025-10-01 13:50:00
2025-10-01 13:55:00,116735.44,116904.26,116734.19,116871.01,1964,1800,0,2025-10-01 13:55:00
2025-10-01 14:00:00,116870.59,117288.37,116746.04,117280.12,2366,1800,0,2025-10-01 14:00:00
2025-10-01 14:05:00,117279.58,117332.97,116932.13,117129.89,2256,1800,0,2025-10-01 14:05:00
2025-10-01 14:10:00,117129.9,117270.21,117082.4,117234.12,2081,1800,0,2025-10-01 14:10:00
2025-10-01 14:15:00,117233.8,117511.5,117201.81,117444.65,2224,1800,0,2025-10-01 14:15:00
2025-10-01 14:20:00,117445.3,117447.15,117106.99,117208.49,2176,1800,0,2025-10-01 14:20:00
2025-10-01 14:25:00,117208.83,117303.58,117146.77,117195.35,1954,1800,0,2025-10-01 14:25:00
2025-10-01 14:30:00,117195.44,117303.41,117103.58,117276.56,2078,1800,0,2025-10-01 14:30:00
2025-10-01 14:35:00,117271.58,117471.0,117251.11,117459.41,1972,1800,0,2025-10-01 14:35:00
2025-10-01 14:40:00,117459.37,117490.45,117334.67,117382.76,1962,1800,0,2025-10-01 14:40:00
2025-10-01 14:45:00,117382.76,117398.92,117117.27,117130.99,2071,1800,0,2025-10-01 14:45:00
2025-10-01 14:50:00,117130.85,117343.36,117118.78,117338.11,1980,1800,0,2025-10-01 14:50:00
2025-10-01 14:55:00,117339.36,117400.34,117298.01,117371.2,1708,1800,0,2025-10-01 14:55:00
2025-10-01 15:00:00,117371.85,117433.75,117353.51,117359.5,1713,1800,0,2025-10-01 15:00:00
2025-10-01 15:05:00,117359.43,117364.49,117159.29,117196.24,1900,1800,0,2025-10-01 15:05:00
2025-10-01 15:10:00,117196.24,117327.61,117194.92,117311.47,1855,1800,0,2025-10-01 15:10:00
2025-10-01 15:15:00,117311.44,117394.35,117246.94,117392.24,1807,1800,0,2025-10-01 15:15:00
2025-10-01 15:20:00,117392.16,117473.75,117340.8,117432.24,1856,1800,0,2025-10-01 15:20:00
2025-10-01 15:25:00,117431.64,117751.28,117407.44,117563.81,2086,1800,0,2025-10-01 15:25:00
2025-10-01 15:30:00,117563.84,117609.25,117350.66,117512.24,2074,1800,0,2025-10-01 15:30:00
2025-10-01 15:35:00,117513.73,117563.45,117487.5,117546.55,1962,1800,0,2025-10-01 15:35:00
2025-10-01 15:40:00,117546.58,117591.96,117507.03,117563.22,1847,1800,0,2025-10-01 15:40:00
2025-10-01 15:45:00,117563.24,117641.68,117381.52,117399.8,1932,1800,0,2025-10-01 15:45:00
2025-10-01 15:50:00,117397.19,117444.9,117376.4,117399.27,1689,1800,0,2025-10-01 15:50:00
2025-10-01 15:55:00,117393.26,117504.84,117380.56,117489.66,1856,1800,0,2025-10-01 15:55:00
2025-10-01 16:00:00,117489.66,117564.95,117385.31,117512.28,1958,1800,0,2025-10-01 16:00:00
2025-10-01 16:05:00,117508.54,117821.25,117500.17,117813.01,1847,1800,0,2025-10-01 16:05:00
2025-10-01 16:10:00,117813.01,117861.54,117733.54,117851.98,1719,1800,0,2025-10-01 16:10:00
2025-10-01 16:15:00,117852.03,117898.37,117741.69,117772.45,1833,1800,0,2025-10-01 16:15:00
2025-10-01 16:20:00,117772.29,117838.9,117743.55,117796.02,1830,1800,0,2025-10-01 16:20:00
2025-10-01 16:25:00,117796.09,117956.37,117788.77,117933.21,2027,1800,0,2025-10-01 16:25:00
2025-10-01 16:30:00,117932.47,117964.66,117866.42,117908.56,1897,1800,0,2025-10-01 16:30:00
2025-10-01 16:35:00,117908.57,118314.64,117898.82,117996.4,2132,1800,0,2025-10-01 16:35:00
2025-10-01 16:40:00,117998.34,118141.36,117919.27,117954.41,2008,1800,0,2025-10-01 16:40:00
2025-10-01 16:45:00,117954.26,118057.61,117841.43,117849.11,2032,1800,0,2025-10-01 16:45:00
2025-10-01 16:50:00,117851.63,117856.49,117717.4,117768.14,1927,1800,0,2025-10-01 16:50:00
2025-10-01 16:55:00,117768.39,117784.17,117606.18,117609.67,1878,1800,0,2025-10-01 16:55:00
2025-10-01 17:00:00,117610.58,117771.97,117574.0,117758.3,1924,1800,0,2025-10-01 17:00:00
2025-10-01 17:05:00,117750.31,117780.91,117458.13,117489.86,1933,1800,0,2025-10-01 17:05:00
2025-10-01 17:10:00,117489.85,117589.04,117354.72,117384.92,1839,1800,0,2025-10-01 17:10:00
2025-10-01 17:15:00,117385.74,117527.06,117319.92,117443.41,1911,1800,0,2025-10-01 17:15:00
2025-10-01 17:20:00,117443.45,117644.4,117422.84,117622.9,1748,1800,0,2025-10-01 17:20:00
2025-10-01 17:25:00,117622.81,117634.21,117443.17,117460.98,1735,1800,0,2025-10-01 17:25:00
2025-10-01 17:30:00,117460.7,117577.1,117426.8,117546.66,1643,1800,0,2025-10-01 17:30:00
2025-10-01 17:35:00,117546.62,117576.04,117348.93,117355.56,1797,1800,0,2025-10-01 17:35:00
2025-10-01 17:40:00,117354.89,117354.89,117201.72,117215.43,1839,1800,0,2025-10-01 17:40:00
2025-10-01 17:45:00,117214.88,117243.19,117022.51,117064.96,1854,1800,0,2025-10-01 17:45:00
2025-10-01 17:50:00,117067.24,117096.96,116805.06,116898.14,1981,1800,0,2025-10-01 17:50:00
2025-10-01 17:55:00,116898.12,116951.34,116776.34,116835.36,1819,1800,0,2025-10-01 17:55:00
2025-10-01 18:00:00,116835.3,116946.79,116825.51,116862.15,1874,1800,0,2025-10-01 18:00:00
2025-10-01 18:05:00,116862.15,117065.17,116860.15,117018.26,1874,1800,0,2025-10-01 18:05:00
2025-10-01 18:10:00,117018.26,117145.9,116979.97,117119.18,1718,1800,0,2025-10-01 18:10:00
2025-10-01 18:15:00,117115.12,117118.99,116952.2,116990.2,1656,1800,0,2025-10-01 18:15:00
2025-10-01 18:20:00,116992.33,116992.53,116926.47,116953.25,1514,1800,0,2025-10-01 18:20:00
2025-10-01 18:25:00,116952.94,117119.71,116952.94,117084.31,1535,1800,0,2025-10-01 18:25:00
2025-10-01 18:30:00,117084.58,117221.57,117084.43,117198.6,1656,1800,0,2025-10-01 18:30:00
2025-10-01 18:35:00,117197.9,117263.53,117166.25,117170.62,1577,1800,0,2025-10-01 18:35:00
2025-10-01 18:40:00,117170.52,117214.88,117128.28,117140.9,1528,1800,0,2025-10-01 18:40:00
2025-10-01 18:45:00,117140.7,117286.24,117129.82,117278.94,1554,1800,0,2025-10-01 18:45:00
2025-10-01 18:50:00,117279.75,117425.85,117274.27,117328.72,1793,1800,0,2025-10-01 18:50:00
2025-10-01 18:55:00,117330.23,117331.62,117243.0,117289.2,1557,1800,0,2025-10-01 18:55:00
2025-10-01 19:00:00,117288.94,117389.57,117259.79,117375.87,1541,1800,0,2025-10-01 19:00:00
2025-10-01 19:05:00,117376.43,117460.24,117374.37,117444.49,1500,1800,0,2025-10-01 19:05:00
2025-10-01 19:10:00,117444.33,117489.51,117411.67,117452.11,1597,1800,0,2025-10-01 19:10:00
2025-10-01 19:15:00,117451.9,117553.62,117441.01,117548.48,1566,1800,0,2025-10-01 19:15:00
2025-10-01 19:20:00,117543.6,117561.93,117458.7,117521.75,1629,1800,0,2025-10-01 19:20:00
2025-10-01 19:25:00,117521.75,117549.34,117457.64,117534.44,1593,1800,0,2025-10-01 19:25:00
2025-10-01 19:30:00,117534.81,117560.68,117491.64,117525.15,1531,1800,0,2025-10-01 19:30:00
2025-10-01 19:35:00,117525.09,117539.09,117379.41,117535.8,1638,1800,0,2025-10-01 19:35:00
2025-10-01 19:40:00,117535.78,117694.32,117520.77,117609.1,1622,1800,0,2025-10-01 19:40:00
2025-10-01 19:45:00,117609.11,117675.68,117579.72,117591.61,1538,1800,0,2025-10-01 19:45:00
2025-10-01 19:50:00,117591.61,117617.14,117482.73,117498.38,1624,1800,0,2025-10-01 19:50:00
2025-10-01 19:55:00,117498.76,117525.01,117346.21,117488.59,1723,1800,0,2025-10-01 19:55:00
2025-10-01 20:00:00,117488.39,117490.36,117372.74,117433.49,1793,1800,0,2025-10-01 20:00:00
2025-10-01 20:05:00,117433.89,117508.97,117240.28,117273.55,1687,1800,0,2025-10-01 20:05:00
2025-10-01 20:10:00,117273.11,117395.54,117213.87,117266.13,1747,1800,0,2025-10-01 20:10:00
2025-10-01 20:15:00,117266.3,117436.1,117265.38,117341.47,1518,1800,0,2025-10-01 20:15:00
2025-10-01 20:20:00,117341.45,117383.78,117280.79,117379.34,1486,1800,0,2025-10-01 20:20:00
2025-10-01 20:25:00,117379.26,117463.23,117371.69,117461.13,1339,1800,0,2025-10-01 20:25:00
2025-10-01 20:30:00,117460.99,117467.03,117427.73,117443.24,1382,1800,0,2025-10-01 20:30:00
2025-10-01 20:35:00,117443.03,117466.7,117384.85,117404.83,1397,1800,0,2025-10-01 20:35:00
2025-10-01 20:40:00,117404.85,117443.36,117368.86,117437.37,1356,1800,0,2025-10-01 20:40:00
2025-10-01 20:45:00,117437.93,117493.57,117356.63,117382.34,1464,1800,0,2025-10-01 20:45:00
2025-10-01 20:50:00,117382.86,117620.69,117375.56,117606.66,1422,1800,0,2025-10-01 20:50:00
2025-10-01 20:55:00,117607.77,117608.01,117519.04,117601.53,1536,1800,0,2025-10-01 20:55:00
2025-10-01 21:00:00,117601.47,117656.16,117570.46,117592.53,1527,1800,0,2025-10-01 21:00:00
2025-10-01 21:05:00,117592.7,117612.96,117542.01,117551.02,1552,1800,0,2025-10-01 21:05:00
2025-10-01 21:10:00,117550.59,117648.23,117512.69,117642.77,1382,1800,0,2025-10-01 21:10:00
2025-10-01 21:15:00,117644.41,117648.47,117584.89,117602.85,1427,1800,0,2025-10-01 21:15:00
2025-10-01 21:20:00,117602.7,117603.63,117525.72,117533.43,1425,1800,0,2025-10-01 21:20:00
2025-10-01 21:25:00,117533.33,117563.41,117470.14,117560.64,1368,1800,0,2025-10-01 21:25:00
2025-10-01 21:30:00,117560.8,117560.8,117463.28,117466.33,1366,1800,0,2025-10-01 21:30:00
2025-10-01 21:35:00,117466.43,117473.05,117389.7,117435.96,1414,1800,0,2025-10-01 21:35:00
2025-10-01 21:40:00,117435.29,117438.49,117387.76,117424.48,1292,1800,0,2025-10-01 21:40:00
2025-10-01 21:45:00,117424.59,117560.63,117424.07,117515.96,1355,1800,0,2025-10-01 21:45:00
2025-10-01 21:50:00,117515.96,117534.35,117439.28,117501.41,1279,1800,0,2025-10-01 21:50:00
2025-10-01 21:55:00,117501.36,117626.68,117500.49,117617.68,1505,1800,0,2025-10-01 21:55:00
2025-10-01 22:00:00,117617.81,117847.38,117617.81,117802.67,1736,1800,0,2025-10-01 22:00:00
2025-10-01 22:05:00,117802.22,118166.83,117802.22,117911.28,1925,1800,0,2025-10-01 22:05:00
2025-10-01 22:10:00,117911.22,117962.04,117862.27,117892.16,1699,1800,0,2025-10-01 22:10:00
2025-10-01 22:15:00,117891.66,117981.84,117822.3,117859.58,1640,1800,0,2025-10-01 22:15:00
2025-10-01 22:20:00,117861.2,117908.48,117822.17,117863.22,1551,1800,0,2025-10-01 22:20:00
2025-10-01 22:25:00,117863.26,117909.76,117848.9,117871.69,1425,1800,0,2025-10-01 22:25:00
2025-10-01 22:30:00,117872.47,117877.64,117837.5,117865.97,1430,1800,0,2025-10-01 22:30:00
2025-10-01 22:35:00,117865.95,117870.74,117710.23,117732.28,1462,1800,0,2025-10-01 22:35:00
2025-10-01 22:40:00,117732.31,117769.33,117696.82,117729.2,1372,1800,0,2025-10-01 22:40:00
2025-10-01 22:45:00,117729.23,117951.21,117729.1,117907.16,1372,1800,0,2025-10-01 22:45:00
2025-10-01 22:50:00,117906.95,117925.91,117845.73,117899.78,1489,1800,0,2025-10-01 22:50:00
2025-10-01 22:55:00,117899.81,117914.16,117744.39,117810.83,1554,1800,0,2025-10-01 22:55:00
2025-10-01 23:00:00,117811.68,117831.11,117741.09,117816.83,1568,1800,0,2025-10-01 23:00:00
2025-10-01 23:05:00,117816.83,118009.47,117813.17,117907.9,1540,1800,0,2025-10-01 23:05:00
2025-10-01 23:10:00,117907.9,118040.88,117884.9,118007.84,1381,1800,0,2025-10-01 23:10:00
2025-10-01 23:15:00,118008.19,118562.76,118008.19,118418.15,2096,1800,0,2025-10-01 23:15:00
2025-10-01 23:20:00,118418.15,118479.6,118232.36,118401.87,2049,1800,0,2025-10-01 23:20:00
2025-10-01 23:25:00,118401.52,118465.99,118264.97,118416.05,1883,1800,0,2025-10-01 23:25:00
2025-10-01 23:30:00,118416.01,118425.84,118171.43,118171.43,1739,1800,0,2025-10-01 23:30:00
2025-10-01 23:35:00,118171.9,118285.58,118127.48,118272.69,1785,1800,0,2025-10-01 23:35:00
2025-10-01 23:40:00,118268.47,118435.27,118263.53,118361.59,1820,1800,0,2025-10-01 23:40:00
2025-10-01 23:45:00,118361.59,118470.28,118329.07,118446.58,1867,1800,0,2025-10-01 23:45:00
2025-10-01 23:50:00,118446.58,118478.82,118398.93,118456.03,1754,1800,0,2025-10-01 23:50:00
2025-10-01 23:55:00,118456.47,118726.78,118442.19,118654.06,2045,1800,0,2025-10-01 23:55:00
2025-10-02 00:00:00,118654.06,119277.05,118649.04,119124.9,2422,1800,0,2025-10-02 00:00:00
2025-10-02 00:05:00,119124.71,119555.86,119015.35,119447.72,2252,1800,0,2025-10-02 00:05:00
2025-10-02 00:10:00,119448.95,119451.08,119121.79,119221.08,2210,1800,0,2025-10-02 00:10:00
2025-10-02 00:15:00,119222.39,119269.07,118982.94,119046.61,1912,1800,0,2025-10-02 00:15:00
2025-10-02 00:20:00,119046.61,119192.25,118942.26,119097.46,2070,1800,0,2025-10-02 00:20:00
2025-10-02 00:25:00,119096.78,119116.07,118916.37,119004.57,1895,1800,0,2025-10-02 00:25:00
2025-10-02 00:30:00,119004.65,119015.22,118815.09,118821.6,2006,1800,0,2025-10-02 00:30:00
2025-10-02 00:35:00,118822.35,118955.88,118747.88,118904.11,1948,1800,0,2025-10-02 00:35:00
2025-10-02 00:40:00,118902.08,118903.53,118543.56,118646.04,1900,1800,0,2025-10-02 00:40:00
2025-10-02 00:45:00,118646.66,118760.89,118593.98,118714.04,1778,1800,0,2025-10-02 00:45:00
2025-10-02 00:50:00,118714.04,118718.03,118551.2,118633.61,1911,1800,0,2025-10-02 00:50:00
2025-10-02 00:55:00,118633.59,118633.75,118468.67,118513.01,1788,1800,0,2025-10-02 00:55:00
2025-10-02 01:00:00,118513.01,118710.8,118434.78,118645.06,1840,1800,0,2025-10-02 01:00:00
2025-10-02 01:05:00,118645.13,118748.21,118583.42,118679.93,1717,1800,0,2025-10-02 01:05:00
2025-10-02 01:10:00,118679.59,118778.14,118641.38,118755.23,1697,1800,0,2025-10-02 01:10:00
2025-10-02 01:15:00,118755.12,118773.25,118497.42,118536.33,1667,1800,0,2025-10-02 01:15:00
2025-10-02 01:20:00,118536.43,118612.68,118494.93,118592.84,1692,1800,0,2025-10-02 01:20:00
2025-10-02 01:25:00,118593.12,118708.53,118516.66,118556.27,1563,1800,0,2025-10-02 01:25:00
2025-10-02 01:30:00,118556.94,118741.77,118554.48,118706.67,1705,1800,0,2025-10-02 01:30:00
2025-10-02 01:35:00,118706.61,118772.47,118595.04,118767.83,1671,1800,0,2025-10-02 01:35:00
2025-10-02 01:40:00,118769.14,118811.7,118713.97,118784.71,1706,1800,0,2025-10-02 01:40:00
2025-10-02 01:45:00,118783.99,118968.47,118783.91,118855.12,1973,1800,0,2025-10-02 01:45:00
2025-10-02 01:50:00,118856.65,118906.96,118711.76,118834.51,1915,1800,0,2025-10-02 01:50:00
2025-10-02 01:55:00,118834.41,118845.61,118665.18,118676.91,1878,1800,0,2025-10-02 01:55:00
2025-10-02 02:00:00,118676.83,118790.1,118618.94,118645.42,1940,1800,0,2025-10-02 02:00:00
2025-10-02 02:05:00,118646.55,118719.97,118563.62,118651.04,1844,1800,0,2025-10-02 02:05:00
2025-10-02 02:10:00,118654.8,118775.49,118566.43,118761.7,1750,1800,0,2025-10-02 02:10:00
2025-10-02 02:15:00,118763.24,118850.04,118733.51,118814.73,1816,1800,0,2025-10-02 02:15:00
2025-10-02 02:20:00,118817.72,118823.12,118635.7,118754.89,1886,1800,0,2025-10-02 02:20:00
2025-10-02 02:25:00,118755.24,118779.11,118542.28,118599.24,1789,1800,0,2025-10-02 02:25:00
2025-10-02 02:30:00,118599.24,118656.84,118528.31,118643.48,1843,1800,0,2025-10-02 02:30:00
2025-10-02 02:35:00,118643.26,118807.88,118632.58,118728.57,1748,1800,0,2025-10-02 02:35:00
2025-10-02 02:40:00,118728.55,118827.82,118653.91,118723.21,1825,1800,0,2025-10-02 02:40:00
2025-10-02 02:45:00,118721.92,118829.42,118705.29,118776.64,1770,1800,0,2025-10-02 02:45:00
2025-10-02 02:50:00,118776.64,118829.95,118770.74,118777.4,1758,1800,0,2025-10-02 02:50:00
2025-10-02 02:55:00,118777.67,118844.31,118728.02,118799.17,1665,1800,0,2025-10-02 02:55:00
2025-10-02 03:00:00,118800.43,118907.29,118771.84,118870.36,1750,1800,0,2025-10-02 03:00:00
2025-10-02 03:05:00,118870.53,119004.86,118807.08,119000.36,1764,1800,0,2025-10-02 03:05:00
2025-10-02 03:10:00,118997.21,119071.13,118899.27,118931.22,1781,1800,0,2025-10-02 03:10:00
2025-10-02 03:15:00,118931.14,118959.99,118837.59,118889.07,1682,1800,0,2025-10-02 03:15:00
2025-10-02 03:20:00,118889.07,119077.68,118885.98,119070.27,1592,1800,0,2025-10-02 03:20:00
2025-10-02 03:25:00,119068.78,119154.0,118983.07,118998.15,1741,1800,0,2025-10-02 03:25:00
2025-10-02 03:30:00,118998.21,119091.91,118975.56,118997.93,1743,1800,0,2025-10-02 03:30:00
2025-10-02 03:35:00,118997.97,118998.01,118863.0,118889.39,1740,1800,0,2025-10-02 03:35:00
2025-10-02 03:40:00,118889.65,119062.52,118878.58,119026.12,1783,1800,0,2025-10-02 03:40:00
2025-10-02 03:45:00,119026.12,119028.6,118826.88,118841.35,1621,1800,0,2025-10-02 03:45:00
2025-10-02 03:50:00,118839.81,118865.72,118741.69,118789.63,1568,1800,0,2025-10-02 03:50:00
2025-10-02 03:55:00,118789.61,118816.79,118777.92,118796.26,1579,1800,0,2025-10-02 03:55:00
